Studio,City,Province/State,Country,Adress,On-Site/Remote
Sarbakan Inc.,Montreal,Québec,Canada,https://www.sarbakan.com/index.php/jobs,On-Site
Sardine Productions,Montreal,Québec,Canada,http://sardineproductions.com/,On-Site
Sarvam FX,Gujarat,,India,http://www.sarvamfx.com/,On-Site
Sassy Films,London,,England,http://sassyfilms.com/,On-Site
Scanline VFX,Cologne,,Germany,https://recruitingapp-5028.de.umantis.com/Jobs/2?lang=eng&message=,On-Site
Scanline VFX,Los Angeles,California,United States,http://scanlinevfx.applyfirst.ca/,On-Site
Scanline VFX,Munich,,Germany,https://recruitingapp-5028.de.umantis.com/Jobs/2?lang=eng&message=,On-Site
Scanline VFX,Stuttgart,,Germany,https://recruitingapp-5028.de.umantis.com/Jobs/2?lang=eng&message=,On-Site
Scanline VFX,Vancouver,British Columbia,Canada,http://scanlinevfx.applyfirst.ca/,On-Site
Scarecrow Studio,Barcelona,,Spain,https://scarecrow-studio.com/,Remote
Scarlett,New York City,New York,United States,http://www.scarlettny.tv/,On-Site
Schell Games,Pittsburgh,Pennsylvania,United States,https://www.schellgames.com/careers,On-Site
Schokolade,Berlin,,Germany,http://www.schokolade.tv/jobs/,On-Site
Schokolade,Stuttgart,,Germany,http://www.schokolade.tv/jobs/,On-Site
Scientific Games,Sydney,,Australia,https://careers.scientificgames.com/,On-Site
Scofield Digital Storytelling,Indianapolis,Indiana,United States,https://www.scofielddigitalstorytelling.com/,Both
Scopely,Barcelona,,Spain,http://scopely.com/join-us/,On-Site
Scorch London,London,,England,http://www.scorchlondon.com/,On-Site
Screen Scene,Dublin,,Ireland,http://www.screenscene.ie/,On-Site
Sea,Singapore,,Singapore,http://career.seagroup.com/sg/,On-Site
Secret Location,Toronto,Ontario,Canada,https://secretlocation.com/jobs/index.html,On-Site
Secret Spell Creative Space,Pune,,India,https://secretspell.in/careers,On-Site
Seed Animation Studio,London,,England,http://www.seedanimation.com/animation,On-Site
Seetech Hitech,Sabadell,,Spain,http://seetech-corp.com/en/,On-Site
Sehsucht,Berlin,,Germany,https://sehsucht.de/,On-Site
Sehsucht,Hamburg,,Germany,https://sehsucht.de/,On-Site
Seismic Games,Los Angeles,California,United States,http://www.seismicgames.com/#careers,On-Site
Self Aware Games,Oakland,California,United States,http://www.bigfishgames.com/careers/self-aware-games/,On-Site
Serious Parody,Dundee,,Scotland,http://www.serious-parody.com/careers.html,On-Site
SET Live,London,,England,https://www.set-live.com/careers/,On-Site
Seyenapse,,,Singapore,https://www.seyenapse.com/,Both
Shade VFX,Los Angeles,California,United States,http://shadevfx.com/careers/,On-Site
Shade VFX,New York City,New York,United States,http://shadevfx.com/careers/,On-Site
ShadowMachine,Portland,Oregon,United States,http://www.shadowmachine.com/,On-Site
Sharkmob,Malmö,,Sweden,http://sharkmob.com/join-us/,On-Site
SHED,Montreal,Québec,Canada,http://shedmtl.com/en/,On-Site
Shine Creative,Washington D.C.,,United States,http://shinedc.com/,On-Site
Shiny Shoe,San Francisco,California,United States,http://shinyshoe.com/careers/,On-Site
Shiver Entertainment,Miami,Florida,United States,https://www.shiver.net/,On-Site
Shotopop,London,,England,http://shotopop.com/aboutshotopop/,On-Site
Side Street Post,Vancouver,British Columbia,Canada,http://www.sidestreetpost.com/,On-Site
SideFX,Toronto,Ontario,Canada,https://sidefx.com/careers/,On-Site
Silly Putty Visuals,Anoka,Minnesota,United States,https://www.sillyputtyvisuals.com/,Both
Silver Ant PPI,Kuala Lumpur,,Malaysia,http://www.silver-ant.com/career/,On-Site
SilVRscreen Productions,Los Angeles,California,United States,http://www.silvrscreenproductions.com/,On-Site
Simon's Cat,London,,England,https://simonscat.com/,On-Site
Singing Frog Studio,Montreal,Québec,Canada,https://singingfrogstudio.recruiterbox.com/,On-Site
Singular Perception,Liguria,,Italy,https://singularperception.com/,On-Site
Sinking Ship,Toronto,Ontario,Canada,http://www.sinkingship.ca/ss/index.html,On-Site
Sir Lancelot Animation Studio,Malmö,,Sweden,http://sirlancelot.se/?page_id=1320,On-Site
Sirlin Games,Emeryville,California,United States,http://www.fantasystrike.com/careers/,Remote
Six Foot,Houston,Texas,United States,https://6ft.com/careers,On-Site
Sixteen South,Belfast,,Ireland,http://sixteensouth.tv/,On-Site
SKD Knickerbocker,Washington D.C.,,United States,http://www.skdknick.com/careers/,On-Site
Skillz Inc.,San Francisco,California,United States,http://corp.skillz.com/career/,On-Site
Sky Germany,Munich,,Germany,http://www.sky.de/,On-Site
Sky Rocket Studios,Seattle,Washington,United States,http://www.bigfishgames.com/careers/skyrocket-studios/,On-Site
Skycar Creative,San Francisco,California,United States,http://www.skycar.tv/,Both
Skydance Interactive,Marina Del Rey,California,United States,https://www.skydanceinteractive.com/careers,On-Site
Skymoons Interactive Entertainment,Edinburgh,,Scotland,http://en.skymoons.com/,On-Site
Slap Happy Cartoons,Vancouver,British Columbia,Canada,http://slaphappycartoons.com/careers/,On-Site
Slaughterhouse GmbH Visual Manufacturing,Berlin,,Germany,http://www.slgh.com/,On-Site
Slaughterhouse GmbH Visual Manufacturing,Hamburg,,Germany,http://www.slgh.com/,On-Site
Sledgehammer Games,Foster City,California,United States,http://activision.referrals.selectminds.com/sledgehammer,On-Site
Sliced Bread Animation,London,,England,https://sbanimation.com/,On-Site
Slightly Mad Studios,London,,England,http://www.slightlymadstudios.com/current-job-openings.html,Remote
Small Dots,Montigny-le-Bretonneux,,France,http://www.small-dots.com/,On-Site
Smile Studios,Warsaw,,Poland,http://smile-studios.com/,Both
Smiley Guy Studios,Toronto,Ontario,Canada,http://www.smileyguy.com/contact/,On-Site
Smoke & Mirrors,London,,England,http://www.smoke-mirrors.com/contact/,On-Site
Smoking Gun Interactive,Vancouver,British Columbia,Canada,http://www.smokingguninc.com/careers/,On-Site
Snap Inc.,Los Angeles,California,United States,https://boards.greenhouse.io/snapchat#.WEI5UfkrKMq,On-Site
Snapshot Games,Sofia,,Bulgaria,http://www.snapshotgames.com/jobs.html,On-Site
Sneaky Big Studios,Scottsdale,Arizona,United States,http://careers.sneakybig.com/jobs,On-Site
Snowball Studios,Jerusalem,,Israel,http://www.snowballvfx.com/careers/israel/,On-Site
Snowball Studios,Toronto,Ontario,Canada,http://www.snowballvfx.com/careers/canada/,Both
Snowcastle Games,Oslo,,Norway,https://www.snowcastlegames.com/,On-Site
Snowpeak Studio,Vielha,,Spain,http://www.snowpeakstudio.com/,On-Site
Social Point,Barcelona,,Spain,http://www.socialpoint.es/jobs/,On-Site
Sofa Social,San Francisco,California,United States,http://www.sofasocial.io/#home,Both
Softgames,Berlin,,Germany,https://www.softgames.de/career/#positions,On-Site
Soho VFX,Toronto,Ontario,Canada,http://sohovfx.com/careers,On-Site
Sólfar Studios,Reykjavík,,Iceland,http://www.solfar.com/jobs/,On-Site
SolidAnim,Los Angeles,California,United States,http://www.solidanim.com/,On-Site
Some Spider Studios,New York City,New York,United States,https://www.themuse.com/jobs/c-somespiderstudios-jobs,On-Site
Someone's Cousin,Toronto,Ontario,Canada,http://www.someonescousin.com/contact-us/,Remote
Somethin’ Else,London,,England,http://www.somethinelse.com/contact-us/,On-Site
Sony Interactive Entertainment,Aliso Viejo,California,United States,https://www.playstation.com/en-us/corporate/about/careers/,On-Site
Sony Interactive Entertainment,Bellevue,Washington,United States,https://www.playstation.com/en-us/corporate/about/careers/,On-Site
Sony Interactive Entertainment,Bend,Oregon,United States,https://www.playstation.com/en-us/corporate/about/careers/,On-Site
Sony Interactive Entertainment,Guildford,,England,https://www.playstationjobs.co.uk/vacancies,On-Site
Sony Interactive Entertainment,Liverpool,,England,https://www.playstationjobs.co.uk/vacancies,On-Site
Sony Interactive Entertainment,London,,England,https://www.playstationjobs.co.uk/vacancies,On-Site
Sony Interactive Entertainment,Los Angeles,California,United States,https://www.playstation.com/en-us/corporate/about/careers/,On-Site
Sony Interactive Entertainment,Madison,Wisconsin,United States,https://www.playstation.com/en-us/corporate/about/careers/,On-Site
Sony Interactive Entertainment,Playa Vista,California,United States,https://www.playstation.com/en-us/corporate/about/careers/,On-Site
Sony Interactive Entertainment,San Diego,California,United States,https://www.playstation.com/en-us/corporate/about/careers/,On-Site
Sony Interactive Entertainment,San Francisco,California,United States,https://www.playstation.com/en-us/corporate/about/careers/,On-Site
Sony Interactive Entertainment,San Mateo,California,United States,https://www.playstation.com/en-us/corporate/about/careers/,On-Site
Sony Interactive Entertainment,Santa Monica,California,United States,https://www.playstation.com/en-us/corporate/about/careers/,On-Site
Sony Pictures,Culver City,California,United States,http://www.sonypicturesjobs.com/searchopportunities,On-Site
Sony Pictures Imageworks,Vancouver,British Columbia,Canada,http://www.imageworks.com/jobs.php?p=job-postings,On-Site
Soul Machines,Auckland,,New Zealand,https://www.soulmachines.com/work-with-us/,On-Site
Soulbound Studios,Bellevue,Washington,United States,http://soulboundstudios.com/jobs.aspx,On-Site
SPA Studios,Madrid,,Spain,http://www.thespastudios.com/,On-Site
Spacejunk Media,Columbus,Ohio,United States,http://spacejunk.com/contact,On-Site
SPACES Inc.,Los Angeles,California,United States,http://spacesinc.applytojob.com/apply/,On-Site
Spark Engine,London,,England,http://sparkengine.tv/,On-Site
Spark Media,Birmingham,,England,https://spark-media.co.uk/,On-Site
Sparky Entertainment,Chennai,,India,http://sparkyanim.com/jobs/,On-Site
Sparkypants Studios,Baltimore,Maryland,United States,https://www.sparkypants.com/careers/,On-Site
Sparx,Ho Chi Minh City,,Vietnam,http://www.virtuosgames.com/en/career/list-open-positions,On-Site
Sparxoo,Tampa,Florida,United States,http://sparxoo.com/careers/,On-Site
Spatialand,Venice,California,United States,http://spatialand.com/careers/,On-Site
Spellwork Pictures,Berlin,,Germany,http://spellwork.de/,On-Site
Sperasoft,Krakow,,Poland,http://sperasoft.com/career/,On-Site
Sperasoft,St. Petersburg,,Russia,http://sperasoft.com/career/,On-Site
Sphero,Boulder,Colorado,United States,http://jobs.jobvite.com/sphero,On-Site
Spiffy,Los Angeles,California,United States,http://www.spiffy.la/#reel.html,On-Site
Spillt,Denver,Colorado,United States,http://spillt.com/,Both
Spin VFX,Toronto,Ontario,Canada,http://www.spinvfx.com/careers/,On-Site
Splash Damage,London,,England,https://careers.splashdamage.com/,On-Site
Splat Studio,Delhi,,India,http://splatstudio.in/jobs/,On-Site
Splice Here,Minneapolis,Minnesota,United States,http://splice.tv/connect/,On-Site
Splinehouse,Sofia,,Bulgaria,http://splinehouse.com/,On-Site
Spoke Lane Entertainment,Los Angeles,California,United States,http://www.spokelane.com/,Remote
Spontaneous,New York City,New York,United States,http://www.spon.com/,On-Site
Spoon,Prague,,Czech Republic,http://www.spoon.cz/,On-Site
Sports Interactive,London,,England,http://www.sigames.com/careers,On-Site
Sprite Animation,Los Angeles,California,United States,http://www.spriteanimation.com/,On-Site
Sproing Interactive Media,Vienna,,Austria,https://www.sproing.com/jobs/,On-Site
Squanchtendo,Burbank,California,United States,http://squanchtendo.com/join/,On-Site
Squanchtendo,Raleigh,North Carolina,United States,http://squanchtendo.com/join/,On-Site
Square Enix,London,,England,http://eu.square-enix.com/en/jobs,On-Site
Square Enix Montreal,Montreal,Québec,Canada,https://www.square-enix-montreal.com/jobs/,On-Site
SquareShip,Toronto,Ontario,Canada,http://squareship.com/,On-Site
Squeeze Studio Animation,Quebec City,Québec,Canada,http://squeezestudio.com/jobs.html,On-Site
Squeezed Media,London,,England,http://squeezedmedia.com/,On-Site
Squint/Opera,London,,England,http://www.squintopera.com/opportunities/,Both
Srjana Digital,Mumbai,,India,http://www.srjanadigital.in/,On-Site
Srushti Creative Studio,Hyderabad,,India,http://srushticreative.com/careers/,On-Site
Stage Clear Studios,Madrid,,Spain,http://www.stageclearstudios.com/jobs/,On-Site
Stainless Games,Isle of Wight,,England,http://www.stainlessgames.com/careers,On-Site
Standing Stone Games,Boston,Massachusetts,United States,http://standingstonegames.com/,On-Site
Starboard Games LLC,Richmond,Virginia,United States,http://starboardgamesllc.com/,Remote
Starbreeze Studios,Stockholm,,Sweden,http://jobs.starbreeze.com/jobs,On-Site
Starbreeze Studios,Zagreb,,Croatia,http://jobs.starbreeze.com/jobs,On-Site
Stardust Effects,Oslo,,Norway,https://www.stardusteffects.no/jobs,On-Site
Stargate Studios,Atlanta,Georgia,United States,http://stargatestudios.net/careers/,On-Site
Stargate Studios,Bahar ic-Caghaq,,Malta,http://stargatestudios.net/careers/,On-Site
Stargate Studios,Berlin,,Germany,http://stargatestudios.net/careers/,On-Site
Stargate Studios,Cologne,,Germany,http://stargatestudios.net/careers/,On-Site
Stargate Studios,Dubai,,UAE,http://stargatestudios.net/careers/,On-Site
Stargate Studios,London,,England,http://stargatestudios.net/careers/,On-Site
Stargate Studios,Los Angeles,California,United States,http://stargatestudios.net/careers/,On-Site
Stargate Studios,Madrid,,Spain,http://stargatestudios.net/careers/,On-Site
Stargate Studios,Mexico City,,Mexico,http://stargatestudios.net/careers/,On-Site
Stargate Studios,Toronto,Ontario,Canada,http://stargatestudios.net/careers/,On-Site
Stargate Studios,Vancouver,British Columbia,Canada,http://stargatestudios.net/careers/,On-Site
Starloop,Lleida,,Spain,http://starloopstudios.com/,On-Site
STATE Design,Los Angeles,California,United States,http://www.statedesign.tv/,On-Site
Station Interactive AB,Karlshamn,,Sweden,http://www.station-interactive.com/jobs/,On-Site
Steam Motion and Sound,London,,England,http://www.steammotionandsound.com/,On-Site
Steamroller Studios,Eustis,Florida,United States,http://steamrollerstudios.com/careers/,Both
Steel Monkeys,Minsk,,Belarus,http://steelmonkeys.com/en,Both
Steelehouse,Tulsa,Oklahoma,United States,http://steelehouse.com/status/,Both
Steiner Studios,Brooklyn,New York,United States,http://www.steinerstudios.com/,On-Site
Stellar Creative Lab,Vancouver,British Columbia,Canada,http://stellarcreativelab.applytojob.com/apply,On-Site
Step Change,Sydney,,Australia,http://www.hellostepchange.com/join-our-team/,Both
Stereo D,Burbank,California,United States,http://www.stereodllc.com/careers/current-openings/,On-Site
Stereo D,Toronto,Ontario,Canada,http://www.stereodllc.com/careers/current-openings/,On-Site
Sticky Studios,Utrecht,,Netherlands,http://www.stickystudios.com/careers/,On-Site
stillalive studios,Innsbruck,,Austria,http://stillalive-studios.com/join-us/,On-Site
"Stimulated, Inc.",Burbank,California,United States,http://stimulated-inc.com/contact/,Remote
Stitch Media,Toronto,Ontario,Canada,http://stitch.media/,On-Site
Stocks Taylor Benson,London,,England,http://stockstaylorbenson.com/jobs/,On-Site
Stoic,Seattle,Washington,United States,http://stoicstudio.com/join-us/,On-Site
Stoke & Dagger,London,,England,https://www.stokeanddagger.com/,On-Site
Stompy Bot,Saint John,New Brunswick,Canada,http://www.stompybot.com/,Both
Storm Studios,Oslo,,Norway,http://www.stormstudios.no/jobs/,On-Site
Storm8,Redwood City,California,United States,http://www.storm8.com/careers/,On-Site
StormcloudFX,Burlingame,California,United States,http://www.stormcloudfx.com/,On-Site
Storz und Escherich,Berlin,,Germany,http://www.storzescherich.de/#jobs,On-Site
Stradella Road,Los Angeles,California,United States,http://www.stradellaroad.com/,On-Site
Streamline Studios,Kuala Lumpur,,Malaysia,https://www.streamline-studios.com/careers/,On-Site
Studio 6,New York City,New York,United States,http://studio6ww.com/,On-Site
Studio City,Los Angeles,California,United States,http://www.studiocity.com/careers,On-Site
Studio Feather,Toronto,Ontario,Canada,http://studiofeather.com/,On-Site
Studio Gobo,Brighton,,England,http://www.studiogobo.com/careers/,On-Site
Studio Hari,Angoulême,,France,http://www.studiohari.com/en/about/,On-Site
Studio Hari,Paris,,France,http://www.studiohari.com/en/about/,On-Site
Studio La Cachette,Paris,,France,http://www.studiolacachette.com/,Both
Studio Liddell,Manchester,,England,http://www.studioliddell.com/jobs/,On-Site
Studio Moross,London,,England,http://www.studiomoross.com/jobs,On-Site
Studio Pascal Blais,Montreal,Québec,Canada,http://pascalblais.com/,On-Site
Studio Rakete,Hamburg,,Germany,http://www.studiorakete.de/job/,On-Site
Studio Soi,Ludwigsburg,,Germany,http://studiosoi.de/,On-Site
Studio Wildcard,Kirkland,Washington,United States,http://www.studiowildcard.com/jobs/,On-Site
Studio Z,São Paulo,,Brazil,http://www.studioz.com.br/,On-Site
Studio229,Los Angeles,California,United States,http://www.studio-229.com/,Remote
Stun Creative,Los Angeles,California,United States,http://www.stuncreative.com/stun/,On-Site
Stunlock Studios,Skövde,,Sweden,https://jobs.stunlockstudios.com/jobs,On-Site
Submarine,Amsterdam,,Netherlands,http://www.submarine.nl/#!/jobs/,On-Site
Sucker Punch,Bellevue,Washington,United States,http://jobs.suckerpunch.com/,On-Site
Suedlich-T,Munich,,Germany,http://suedlich-t.com/jobs/,On-Site
Suedlich-T,Zurich,,Switzerland,http://suedlich-t.com/jobs/,On-Site
Suited and Booted Studios,Bath,,England,http://www.suitedandbooted.org/,On-Site
Sumo Digital,Nottingham,,England,https://careers-sumo-digital.icims.com/jobs/search?ss=1,On-Site
Sumo Digital,Pune,,India,https://careers-sumo-digital.icims.com/jobs/search?ss=1,On-Site
Sumo Digital,Sheffield,,England,https://careers-sumo-digital.icims.com/jobs/search?ss=1,On-Site
Sun & Moon,Bristol,,England,http://sunandmoonstudios.co.uk/contact/,Both
Sun Creature Studio,Copenhagen,,Denmark,https://suncreature.com/contact,Both
Sunovatech,Delhi,,India,http://sunovatech.com/careers/,On-Site
Sunrise Media,Hanoi,,Vietnam,http://sunrisemedia.vn/recruitment,On-Site
SUPAMONKS,Arcueil,,France,http://www.supamonks.com/jobs/,On-Site
Super Bit Machine,Santa Monica,California,United States,https://superbitmachine.com/careers/,On-Site
Super Evil Megacorp,San Mateo,California,United States,http://www.superevilmegacorp.com/,On-Site
Super Happy Fun Fun,Austin,Texas,United States,https://shff.com/jobs.html,On-Site
Super Punk Games,Nottingham,,England,http://superpunkgames.com/jobs/,On-Site
Super Spline Studios,Leamington Spa,,England,http://supersplinestudios.com/,Remote
Supercell,Helsinki,,Finland,http://supercell.com/en/careers/,On-Site
Supercell,Seoul,,South Korea,http://supercell.com/en/careers/,On-Site
Supercell,Shanghai,,China,http://supercell.com/en/careers/,On-Site
SuperGenius,Oregon City,Oregon,United States,http://supergeniusstudio.com/,On-Site
Supergiant Games,San Francisco,California,United States,http://www.supergiantgames.com/contact/,On-Site
Supermassive Games,Guildford,,England,http://www.supermassivegames.com/jobs,On-Site
Superprod,Angouleme,,France,http://www.superprod.net/en/jobs,On-Site
Supersolid,London,,England,http://supersolid.com/careers/,On-Site
Survios,Los Angeles,California,United States,https://survios.com/careers/,On-Site
SVA Games,San Francisco,California,United States,http://www.svagamesinc.com/,On-Site
Swag Soft,,,Singapore,http://www.swagsoft.com.sg/,On-Site
Sweaty Chair,Sydney,,Australia,http://www.sweatychair.com/,On-Site
SweetRush Inc.,San Francisco,California,United States,https://www.sweetrush.com/join-us/,Remote
SwihartStudios,Santa Clarita,California,United States,http://www.swihartstudios.com/,Both
Swiss International,Stockholm,,Sweden,http://www.swiss.se/work-swiss,On-Site
Switch Creative Group,Los Angeles,California,United States,http://switchla.com/,Both
Switch VFX,Toronto,Ontario,Canada,http://www.switchvfx.com/,On-Site
SYBO,Copenhaagen,,Denmark,http://sybogames.com/careers/,On-Site
Symbiosys Entertainment,Siripuram,,India,http://www.symbiosystech.com/site/careers,On-Site
Symmetric Games,Chicago,Illinois,United States,http://www.symstudios.com/,On-Site
Synaptic VFX,Burbank,California,United States,http://synapticvfx.com/,On-Site
Synchrony Studios,Torrance,California,United States,http://teamsynchrony.com/,On-Site
Syncronos Design,Corrales,New Mexico,United States,http://www.syncronos.com/,Both
Syndicate,Stockholm,,Sweden,http://www.syndicate.se/,On-Site
Syndrome Studio,Los Angeles,California,United States,http://syndromestudio.com/,On-Site
Synergy Blue,Palm Desert,California,United States,http://synergyblue.us/careers/,On-Site
System Era Softworks,Seattle,Washington,United States,https://systemera.net/jobs/,On-Site
Tabcorp,Melbourne,,Australia,http://careers.pageuppeople.com/547/cw/en/listing,On-Site
TabTale,Belgrade,,Serbia,http://www.tabtale.com/careers/serbia/,On-Site
Tactic Studios,London,Ontario,Canada,http://www.tacticstudios.com/careers.php,Both
TAG Creative,New York City,New York,United States,http://www.content.tagcreativeny.com/,On-Site
Tag Games,Dundee,,Scotland,http://www.tag-games.com/careers/,On-Site
tagSpace,Bondi Beach,,Australia,https://tagspace.com/,On-Site
Take One,Belgrade,,Serbia,http://mocap.me/,Remote
Take-Two Interactive,Westwood,Massachusetts,United States,https://www.take2games.com/careers/jobs.php,On-Site
Talespin,Los Angeles,California,United States,http://www.talespin.company/careers#positions,Both
Talking Animals,Berlin,,Germany,http://talking-animals.com/contact/,On-Site
Tangent Animation,Toronto,Ontario,Canada,http://tangent-animation.com/careers/,On-Site
Tangent Animation,Winnipeg,Manitoba,Canada,http://tangent-animation.com/careers/,On-Site
Tangentlemen,Playa Vista,California,United States,http://www.tangentlemen.com/,On-Site
Tantrum,Toronto,Ontario,Canada,http://throwatantrum.tv/,On-Site
Tantrum Lab,Lafayette,Louisiana,United States,http://www.tantrumlab.com/,On-Site
Taqqut Productions,Toronto,Ontario,Canada,http://taqqut.com/,On-Site
Tarsier Studios,Malmö,,Sweden,http://tarsier.se/career,On-Site
Tasty Pixel,Berlin,,Germany,http://www.tastypixel.eu/,On-Site
TAT Productions,Toulouse,,France,http://tatprod.com/recrutement-listes/,On-Site
Tata Elxsi,Mumbai,,India,http://www.tataelxsi.com/company/careers.html,On-Site
Tata Elxsi,Bangalore,,India,http://www.tataelxsi.com/company/careers.html,On-Site
Tau Films,Hyderabad,,India,http://www.taufilms.com/taufilms/,On-Site
Tau Films,Selangor,,Malaysia,http://www.taufilms.com/taufilms/,On-Site
Taylor James,London,,England,http://www.taylorjames.com/careers,On-Site
Taylor James,Los Angeles,California,United States,http://www.taylorjames.com/careers,On-Site
Taylor James,New York City,New York,United States,http://www.taylorjames.com/careers,On-Site
TD Design & Animation,London,,England,http://trainordaviesdesign.com/jobs/,On-Site
Team 17,Wakefield,,England,https://www.team17.com/careers/,On-Site
TeamTO,Paris,,France,http://www.teamto.com/,On-Site
TeamTO,Valence,,France,http://www.teamto.com/,On-Site
Techland,Wrocław,,Poland,http://techlandjobs.com/#openings,On-Site
Technicolor,Bangalore,,India,https://careers.technicolor.com/,On-Site
Technicolor,London,,England,https://careers.technicolor.com/,On-Site
Technicolor,Toronto,Ontario,Canada,https://careers.technicolor.com/,On-Site
Telegael,Galway,,Ireland,http://telegael.com/joblist.php?con=4,Both
Televisor,Warsaw,,Poland,http://televisor.pl/,On-Site
Telltale Games,San Rafael,California,United States,https://telltale.com/jobs/,On-Site
Telson,Madrid,,Spain,http://www.telson.es/,On-Site
Ten Gun Design,Edmonds,Washington,United States,http://www.tengundesign.com/studio/careers,On-Site
Tencent,Shenzhen,,China,http://hr.tencent.com/,On-Site
Tequila Works,Madrid,,Spain,http://www.tequilaworks.com/en/,On-Site
Territory Studio,London,,England,http://territorystudio.com/,On-Site
Thalmic Labs,Kitchener,Ontario,Canada,http://thalmiclabs.applytojob.com/apply/,On-Site
Thalmic Labs,San Francisco,California,United States,http://thalmiclabs.applytojob.com/apply/,On-Site
The Ant Farm,Los Angeles,California,United States,http://www.antfarm.net/careers/,On-Site
The Asylum,Glendale,California,United States,http://www.theasylum.cc/,On-Site
The Binary Mill,Brisbane,,Australia,http://www.thebinarymill.com/jobs.php,On-Site
The Bloc,New York City,New York,United States,https://www.thebloc.com/about/,On-Site
The Box,Brighton,,England,http://www.thisisthebox.co.uk/new/,On-Site
The Brigade,Glen Head,New York,United States,http://brigade.tv/remote-roster/,Both
The Coalition,Vancouver,British Columbia,Canada,http://thecoalitionstudio.com/#Join-Us,On-Site
The Colony,New York City,New York,United States,http://the-colony.com/,On-Site
The Creative Foundry,Sydney,,Australia,http://www.thecreativefoundry.com.au/,On-Site
The Elf Factory,London,,England,http://theelffactory.co.uk/index.html,On-Site
The Embassy,Vancouver,British Columbia,Canada,http://the-embassy-vfx-inc.hiringthing.com/,On-Site
The Endless Collective,New York City,New York,United States,http://www.theendlesscollective.com/,Remote
The Famous Group,Culver City,California,United States,http://www.thefamousgroup.com/contact/,On-Site
The Future Group,Boston,Massachusetts,United States,https://www.futureuniverse.com/careers/,On-Site
The Future Group,Oslo,,Norway,https://www.futureuniverse.com/careers/,On-Site
The Game Storm Studios,Lahore,,Pakistan,http://thegamestormstudios.com/careers/,On-Site
The Gentlemen Broncos,Budapest,,Hungary,http://www.tgbvfx.com/careers/,On-Site
The Gentlemen Broncos,Copenhagen,,Denmark,http://www.tgbvfx.com/careers/,On-Site
The Imaginati Studios,London,,England,http://www.theimaginatistudios.com/careers/,On-Site
The Marmalade,Hamburg,,Germany,https://themarmalade.com/jobs/,On-Site
The Media Grind,Los Angeles,California,United States,http://www.themediagrind.com/,On-Site
The Mill,Bangalore,,India,https://careers.themill.com/,On-Site
The Mill,Chicago,Illinois,United States,https://careers.themill.com/,On-Site
The Mill,London,,England,https://careers.themill.com/,On-Site
The Mill,Los Angeles,California,United States,https://careers.themill.com/,On-Site
The Monk Studio,Bangkok,,Thailand,http://www.themonkstudio.com/careers.html,On-Site
The Neighbourhood,Manchester,,England,https://www.the-neighbourhood.com/team,On-Site
The Odd Gentlemen,Los Angeles,California,United States,http://baking.theoddgentlemen.com/,On-Site
The Outpost,Amsterdam,,Netherlands,http://theoutpost.nl/careers/,On-Site
The Outsiders,Stockholm,,Sweden,http://theoutside.rs/,On-Site
The Post Republic,Berlin,,Germany,http://post-republic.com/,On-Site
The Post Republic,Halle,,Germany,http://post-republic.com/,On-Site
The Post Republic,Hamburg,,Germany,http://post-republic.com/,On-Site
The Pre Production Company,Mumbai,,India,http://theppconline.in/join-us/,On-Site
The Senate VFX,Middlesex,,England,http://www.senatevfx.com/recruitment,On-Site
The Sequence Group,Vancouver,British Columbia,Canada,http://www.thesequencegroup.com/jobs,On-Site
The SPA Studios,Madrid,,Spain,http://www.thespastudios.com/,On-Site
The Think Lab,Madrid,,Spain,http://thethinklab.com/jobs/,On-Site
The Thinking Monkey,Burbank,California,United States,http://www.thethinkingmonkey.net/,Both
"The Third Floor, Inc.",Atlanta,Georgia,United States,http://jobs.jobvite.com/thethirdfloorinc/jobs,On-Site
"The Third Floor, Inc.",Auckland,,New Zealand,http://jobs.jobvite.com/thethirdfloorinc/jobs,On-Site
"The Third Floor, Inc.",London,,England,http://jobs.jobvite.com/thethirdfloorinc/jobs,On-Site
"The Third Floor, Inc.",Los Angeles,California,United States,http://jobs.jobvite.com/thethirdfloorinc/jobs,On-Site
"The Third Floor, Inc.",San Francisco,California,United States,http://jobs.jobvite.com/thethirdfloorinc/jobs,On-Site
"The Third Floor, Inc.",Toronto,Ontario,Canada,http://jobs.jobvite.com/thethirdfloorinc/jobs,On-Site
"The Third Floor, Inc.",Vancouver,British Columbia,Canada,http://jobs.jobvite.com/thethirdfloorinc/jobs,On-Site
The VFX Cloud,Vancouver,British Columbia,Canada,https://vfxcloud.com/recruiting.html,Remote
The VOID,Lindon,Utah,United States,https://jobs.jobvite.com/careers/thevoid/jobs,On-Site
The Workshop,Málaga,,Spain,https://www.theworkshop.com/join-us/job-listing/,On-Site
The Workshop,Marina del Rey,California,United States,http://theworkshop.us.com/jobs/,On-Site
The Workshop,Montreal,Québec,Canada,http://workshopmileend.com/,On-Site
The Woo,Los Angeles,California,United States,http://thewoo.com/careers/,On-Site
Thekla,San Francisco,California,United States,http://thekla.com/,On-Site
Theory Studios,Orlando,Florida,United States,http://theorystudios.com/,Remote
Therapy Studios,Los Angeles,California,United States,http://therapystudios.com/,On-Site
TheWaveVR,Los Angeles,California,United States,http://thewavevr.com/careers/,On-Site
Those Awesome Guys,Bucharest,,Romania,https://thoseawesomeguys.com/,Remote
